reviewText,overall,trend
owned air pump one whisper one sure louder powerful kit come nice everything need get started whisper broke decided give try overall pump lot oxygen come everything hear across room tried different surface even holding hand might okay stashed cabinet silent room wont miss hard even hear bubble may return refund try another whisper fusion good luck,3,0
many pump claim totally silent one supposedly one quietest still silent make definite vibrational sound might enough keep someone sleeping room bubble timer turn automatically running someone likely want get sleep think besides though seems nice functional put pretty good amount air pressure,4,1
past thirty year ive tried every air pump opinion rena trump allthese air pump quiet efficient minimal care last many year like air pump replacing intake filter new one imperative keeping vibration noise minimumthe perfect tank ranging size gallonstheyre easily adjustable dual output port let configure much air need drive aeration bubble wand wall air stone sponge filter power head onthe hundred largest line like rena pump curved design expansion chamber keep vibration noise minimumreplacing diaphragm easy pump remember buy two replacement kit one intake portquick spec powerful dual put dual control valve year warranteelike quality air pump keeping drip loop using check valve air line tubing essentialadd mix changing air filter time time rena reward year efficient trouble free service,5,1
coworker bought air pump use one air bubble wand worked great lot brand air pump inexpensive kind last last last ive year even replace bladder rena four year old since moved turtle larger tank better filter wimpy air pump wasnt big deal decided take chance purchase repair kit little pump nope didnt help wanted see much air coming attempted remove air line air line pump always seem get really stiff cut problem pump outlet recessed cant get knife cut tubing snapped outlet right fortunately purchased whisper air backup air pump doesnt flawed outlet like rena also quiet came could use two devicesi million air gallon tank purchased seven year ago still going strong rena air pump overpriced piece crap positive thing pump quiet cant bring give two star,1,0
product get job done quickly dissolve doesnt leave gross residue behind make water properly conditioned aquatic animal,5,1
seems working well noticed week added tank beta started swimming around lot tail fin seemed le tattered,5,1
three time amount half price local store quick delivery api one best brand,5,1
live stuff water treatment never issue fish death seem happy cap ii easy read gal bucket,5,1
product absolutely fantastici use home pet shop work safe anything purchase product amazon one time ive ever problem anything ordered amazon twice ordered two order barely got one full bottle lid screwed properly liquid leaked timebadly enough second time bottle bag inside box box bag due leakage love stress coat fish definitelybut ill go ahead pay extra dollar pet store make sure get full bottle,5,1
love stuff ever buy new fish use tea spoon release fish tank pet store sell oz payed oz,5,1
wonderful product aggressive fish tank time fish become stressed water change tank maintenance tend stress fish,5,1
used buy product time got expensive retail store know buy affordable,5,1
stuff work great dechlorinates water well providing fish slime may lose stressful situation,4,1
ive using api tank well year would never change product brand world said api product become staple aquariumfish tank cabinet never find anything work better including api stress coat water conditionermake sure read direction properly patient treating tank take time relies lot factorsi tried multiple time throughout year use brand without exception every one failed miserably simply put wont worki trust api product eye closed would highly recommend everyone definitely buying long tank,5,1
great product adding new fish tank water change anytime fish may become overly stressed ie power outage product remove ammonia water help replensih slime coat fish found common misconception product people believe product remove ammonia filtration water change surface agitation way effectively remove ammonia use product water change remove harmful chemical tap water anytime add new fish tank,5,1
great product must aquarium beat price,5,1
use occasianally wihen appears bacteria level fallen buy bigger bottle bang buck,4,1
last week new female betta fish annabelle somehow managed shred delicate fin balinese lantern rough around edge heard apis stress coat picked bottle retail pet store chain within day started noticing growth bettas fin clearly aloe vera job poor girl shredded fin even missing ventral fin started growing back definitely pleased result seen product definitely use bettas fin ever damaged,5,1
chose item reputation use fish getting im satisfied purchase use every time change water fish tank keep fish healthy happy happy excellent item maintain fish happy stress free recommend item anyone fish pet,5,1
understand lot people like use seachems prime dechlorinate solution trying found health condition fish went quickly using apis stress coat water conditioner thing improved significantlywhen used prime according direction fish reacted oddly distressed seemed reaction guppy died community tank trouble switching apis solution partial water change immediately saw level activity go guppy seemed happier nerite snail red cherry shrimp formulation product safer prime would seemi happy result api product continue using prime dumped whole bottle drain lesson learned wont buying prime ever againwater spec zero ammonia zero nitrite ppm nitrate ph,5,1
used new aquarium fish didnt die guess worked advertised would use dont lot experience keeping fish,4,1
always use product work great trusted product never issue product would recommend anyone,5,1
moving fry junior fish around come lot work well theyre sick,5,1
fish dont seem bothered ph water stay right used use gallon tank nice bottle last fillups,5,1
stuff raise ammonia level aquarium extremely make water cloudy kill fish neutralize ammonia nitrate nitrite recommend product always used prime reason decided try big mistake highly recommend prime much better aquarium fish remove chlorine chloramine ammonia detoxifies nitrite nitrate provides excellent slime coat want fish live well use prime seachem,2,0
excellent allinone water conditioner tackle chlorine chloramine ive used product inside aquarium gallon outdoor pond easy use little go long way literally provides instant water conditioning,5,1
great goldfish year old ive ever used tankwater change he never sick day tiny bought grew big ive read lot product since work fantastically year dont want change seems top quality protect fish use transport seems sooth fish arrived time im going buy big bottle last good amount time month year put expiration date bottle,5,1
work intended kill fishthe aloe actually benefitial fish torn fin helped heal faster normal,5,1
opinion best water conditioner availableuse water change performed well would highly recommend product tank owner,5,1
well super cheaper store keep fish alive healthy great deal cant go wrong definitely recommend product,5,1
love stuff swear used water conditioner added water aid fish fin healing etc probably start buying stuff bulk,5,1
think great product price much cheaper storei use everytime clean fish tank issue bettasone bettas came home part fin missing helped bettas fin grow back betta bought walmart acting really weird first got used water since mellowed overall would totally recommend product,5,1
best use every water change tank work great great price product thanks,5,1
two fish fin damaged aggressive tank mate nice water conditioner bought specific hope would aid fish tail fin regrowth done upset damage didnt know well mother nature alone would take care stress coat fish tap water conditioner definitely delighted efficiency pay close attention dosing extra size dose recommended fin damage,5,1
live water soft there almost mineral maintaining ph difficult possible snail white pitting guppy fin rot contracted time totally new fish keeping didnt understand important snail guppy keep ph finally got situation control guppy fin regenerating snail new shell growth healthythen made grave mistake trying product aloe vera looked like stupid gimmick since fish need aloe vera need pull tank rub moisturizing cream lubridermanyway shortly switching product ph crashed guppy fin started rotting got worse ever healthy growth snail survived climbing learning curve last summer white calcified shell damage dont even recognize two named month agoi emergency water change morning evening keep ph tap water totally soft come tap ph hand got raw cracked washing hand much working tank muchi asked changed started thing came switching aloe vera stress coat looked aloe vera juice internet found ph depending looked wow thought maybe putting something ph low tank could throw whole ph quite biti bought tetra brand stress coat water change crack hand bleeding maybe hand could use aloe vera soon ph climbed back two emergency salt dip guppy whose fin rot begun body look like rot halted damage done snail maybe get control ill time stare tank figure shell damageso thanks api putting fish snail hell brilliant idea mixing super low ph substance water conditioner test thoroughly put production anyway could rant think time rub vaseline moisture lotion cloud fish really need chill,1,0
use tap water right sink hose never lost fish adding waterour water supply davis ca bad huge project going replace itwith another water supply,5,1
exactly wanted help salt water tank recommend brand best good luck tank,5,1
stress coat great water conditioner need seperate conditioner metal dont use conditioner due water safe far metal go,4,1
product one best help fish keep protective coat slime remove chlorine chloramine,5,1
use weekly water change condition water bettas great add extra fish torn fin help healing amazon also great price large bottle,5,1
kind aquarium small big must lovely fish use year never give problem,5,1
forgot use product newer fish started die quickly pet shop reminded stress coal help fish transition new home much better used fish didnt die anymore also amount need use maked product greay value,5,1
good aquarium around especially need quarantine tank set help keep fish comfortable,4,1
use betta really sure reduces stress noti hope though,4,1
ive using stress coat since ran water conditioner stress coat work fine least fish look well cap used measure conditioner five gallon tank change two quart water week batch water get five drop thats working fish lived year theyre getting big one ounce bottle probably last die,5,1
work lot better productswont leave water cloudyi water change lost fishi trust product use,5,1
ive using api product many year feel best aquatic pet thanks api,5,1
fish happier tank clear useing fish stop acting crazy changing water,5,1
work well add anytime adding new fish every create good environment fish slime coat,5,1
help fish recover illness stress great addition transport water change must helpful,5,1
one water ammendments use like help stress,4,1
like brand fish use water change whenever fish get really messed fight recover quickly injury brand water change come panic easily change done probably paid much oz store like price large bottle last,5,1
love product owned aquarium several month used product since day one essential water change adding new fish aquarium,5,1
use month water change gallon fish tank keep fish happy,5,1
woke one morning saw betta shredded fin immediately began searching figure caused noticed long later chewing tail panicked betta three gallon bowl ornament play rest wasnt sure could bored filter figured must caused boredom well rearranging tank little stopped noticed since knew though needed get something help fin grow back stress coat long recommended water conditioner fin regrowth purchased along stress zyme api soon received water change scrubbed bowl quadrupled dose allowed permeate several hour adding betta back bowl also added stress zyme one day hour wow difference fin look much healthier stopped biting much active responsive color much brighter seemed much happier water also looked much cleaner month later fin totally healed water conditioner use seems healthy wonder want something nice fish use product otheri also highly recommend use stress zyme stress zyme add beneficial bacteria aquarium used start water change product work well together amazing thing aquarium cant recommend enough store upright room temperature fasten lid securely,5,1
ammonia level whack brought stayed past hour,5,1
dont know much really work added tank got new fish miraculously survived previous new one died seems work using regularly water conditioner id batch new fish die fish alive yay,5,1
found searching fish food great price ordred extra job even better delivered right door,5,1
use stuff time normally pay little drive mile get great quality product fish appreciate much,5,1
great deal water conditioner market fish tank one ive used regulary since use condition water water change topping tank setting new tank remove chlorine chloramine tap water also reduces fish stress heals damaged tissue torn fin skin wound also replaces natural secretion slime interrupted handling shipping fish fighting form stress reduces susceptibility disease infection great product trouble recommending others usually buy larger size pinch buy size,5,1
product work really well keep fish stressed good water change product easy use follow instruction bottle,5,1
ive using product eversince best water conditioner stress coat fish scale fin really heals fish damage scale fin highly recommended,5,1
using stress coat year simply cannot find price anywhere close reasonable container size brick mortar store even siteswell packaged work newer packaging know old stock,5,1
ive used product year goldfishits done great job since goldfish obviously ordered dec arrivedwowlong time im sure would order company first time usually buy another one arrive fine leaking took forever imho last long time expiration date good stuff took long get elvee actually truthfully product ive used year fish healthy happy diseasesrecently got ich still use product mobile marine vet love api product fyi,5,1
great buy affordableits good stressed fish fish skin issue help heal gallon last,5,1
use week water change work well gold fish used product year api product good thanks amazon offering product fair price,5,1
live water soft there almost mineral maintaining ph difficult possible snail white pitting guppy fin rot contracted time totally new fish keeping didnt understand important snail guppy keep ph finally got situation control guppy fin regenerating snail new shell growth healthythen made grave mistake trying product aloe vera looked like stupid gimmick since fish need aloe vera need pull tank rub moisturizing cream lubridermanyway shortly switching product ph crashed guppy fin started rotting got worse ever healthy growth snail survived climbing learning curve last summer white calcified shell damage dont even recognize two named month agoi emergency water change morning evening keep ph tap water totally soft come tap ph hand got raw cracked washing hand much working tank muchi asked changed started thing came switching aloe vera stress coat looked aloe vera juice internet found ph depending looked wow thought maybe putting something ph low tank could throw whole ph quite biti bought tetra brand stress coat water change crack hand bleeding maybe hand could use aloe vera soon ph climbed back two emergency salt dip guppy whose fin rot begun body look like rot halted damage done snail maybe get control ill time stare tank figure shell damageso thanks api putting fish snail hell brilliant idea mixing super low ph substance water conditioner test thoroughly put production anyway could rant think time rub vaseline moisture lotion cloud fish really need chill,1,0
love product ive using exclusively betta tank glad sell large container doesnt take long tank,5,1
purchased stress coat prime sea chem prime work much better stress coat would purchase prime stress coat,4,1
frequent water change fish product helpful endeavor never encountered shock distress fish using stress coat,5,1
work well make adding changing aquarium water easy waiting fish u love,5,1
ive using product quite seems work fine best price found,5,1
excellent value,5,1
always use water conditioner replacing fish tank water dont know different product wok,4,1
happy performance product put capful gallon biocube week ceramic ring bio ball must growing good bacteria tank clearing,5,1
add water change significant rescapings also use see sign declining health stuff clear effect temperament color attribute several life saving situation stress zyme,5,1
pseudotropheus demasoni mbuna cichlid mbuna cichlid aggressive stress zyme help keep fish becoming sick harassed chased around tank great product aquarius aggressive fish also use maintenance water change tank fish normally stressed,5,1
year ago bought walmart stopped carrying api product bought petsmart cost double thank amazon carrying great product wonderful price keep aquarium clean like better tetra easy balance,5,1
use change water tank wonderful stuffrecomend great product tank,5,1
changed nitrate five aquarium nitrite went max using fiveseven day worked must keep around treat fish tank weekly youre breeder get crowed time time havent lost fish using seachem prime water conditioner building good bacteria,5,1
stuff actually cleared tank hour gallon algae build even helped break little bit,5,1
excellent satisfied product fish active exuberant color use product prevent disease like cichlid,5,1
way cheaper store awesome deal necessary fish tank help build beneficial bacteria keep tank clean,5,1
remove transform nitrate nitrite good preventative use general upkeep glorious tank yeah,3,0
please product seems improve water change continue use future,5,1
great brand product keep saltwater tank par read instruction work great highly recommended,5,1
glad fish supply sent dont go get,5,1
understand people readthis product used water conditioner function way many people follow instructionsthis product contains beneficial bacteria help filtering process biological aquarium aquarium liter marino used year work well excellent clear maintains clear water fish happy coral welli complaint product work well,5,1
stuff awesome gallon tank keeping crystal clear havent fish tank got one week ago relearn everything cycle water whole month adding fish new tank super excited impatient kid partially blame lol lost adding recommended dose stress zyme noticed fish activehappier within day havent lost anymore since keep water clear turtle different tank filter water looking filthy week water change give feeder minnow thats surprise added dose stress zyme water crystal clear within hour stuff great expensive pet store oz bottle lasted week petco ill buying larger bottle amazon since stuff cheaper bulk stress zyme literally lifesaver timesaver,5,1
newly formed planted g aquarium helped much far making nitrate level rise seems working great,5,1
betta fish gallon bowl used water change weekly scrub bowl ornament inevitably get food gunk normally water change every week added stress coat also api water conditioner also replace slime coat conditioner meant ease stress water change still stressful betta even water temperature found stuffi change water weekly add stress zyme every week help bowl stay cleaner water stay clearer killing harmful bacteria keep fish healthy tried water change without stress zyme bowl didnt look clean wasnt active rest assured although bowl cleaned often product get rids bacteria keep betta healthy replace water conditioner betta happy healthy bowl noticeably cleaner without stress water change le water change mean le stress fish hopefully allow live long happy life,5,1
new tank dealing ammonia spike trying get biological filter system running water bit cloudy even weekly water swap added two week tank started fixed everything bacteria building ammonia going water crystal clear first time found winner,5,1
great product use product changing water entering new livestock saltwater tank ok ok ok,4,1
try buy api great quality product know work well every time,4,1
good adding beneficial bacteria cycling new aquarium waste money use tap water conditioner,3,0
ive used kit see detriment ability testing ph want comprehensive test water element would want complete expensive test kit,5,1
easy rinse fill tube line add chemical cap invert several time read instant test easy enough use color chart compare read result,5,1
absolutely necessary aquaponics keep system going smoothly love amazon sell dont go pet store pay,5,1
dont multitude ph tester around attest accuracy never give reading seem easy fast im used ammonia tester use often requires minute waiting nice put water put drop shake see water hasnt changed life anything everything wanted ph test kit,5,1
ok good found could take fish tank water store test put good around,1,0
use product check ph also use co drop checker kh solution see co level injecting solution last long time year toss reorder price great,5,1
api ph test kit simple accurate easy use played around measuring ph really use drop checker measure co along dkh h work well much else say,5,1
got test ph setting freshwater tank live water quite hard knew adjustment would needed simple use kit laminated card tell explanation test result color great however go lot guesswork get tank level color stay ph fall level kit designed design flaw isnt effective kit live hard water area suspect would case live somewhere soft water,4,1
necessary maintaining fresh water aquarium last long time however second purchase broke first glass vial havent able find replacement purchase second time,5,1
necessary product hand one water quality aspect measure frequently enough give advanced warning change water makeup,4,1
easy way check tank ph,4,1
item work well make sure wear glove product irritate skinit well worth low price pay,5,1
nice replacement main test kit test ph frequently others also come glass vile,5,1
easy cheap way testing ph doesnt need calibrated like electronic one put water need tested tube couple drop liquid shake match color supplied ph chart,5,1
ended receiving dud set led month redoing freshwater tank trying get ph level right turn fine along waste time money,1,0
using tank pond still using one last long time happy,5,1
job wish color indicator bit easier read hard tell,4,1
received mine broken test tube tube extremely thin wasnt surprised instead ordering another bought test strip dip water,2,0
using api test product tend lot easier use simplified single bottle test take five minute complete mixed freshwater seems accurate easy enough compare color chart figure reading,5,1
youre like youre always starting new tank must item like fishless cycle important test amm nitrite extremely toxic fish item easy use add ml tank water drop shake wait min color chart easy follow accurate find test kit online price always great fast shipping,5,1
good product use daily tell water change needed used year,4,1
provides nitrite reading minute use ml syringe drop get almost twice many test kit,5,1
ill keep since returning expensive keeping ill eventually u product ok however packaging left lot desired shipped padded envelope showed evidence crushed crushed product box didnt harm bottle test tube side,4,1
got lot information fish ppl sold evidently someone went short care chart fish water conditionshow important get api master kit cycling fish knowing fish capability chart fish best newbie im happy order liquid api nitrite ammonia without purchase whole api master kiti purchased seachem matrix keep good bacteria flowing thu filter time keeping losing fish knowing ive done make lil pal happy,5,1
good product recommend product described picture would buy happy excellent,5,1
bought replacement nitrite bottle master test kit id run awesome come another test tube,5,1
highly recommend refill used nitrite portion api master te kit,5,1
testing kit super easy use accurate price awesome happy customer,5,1
complete bargain price definitely buyin test bottle empty totally recomended one us ferts aquarium bough phosphate test also gh kh combo api hope future api includes master test kit itd awesome,5,1
week love kit test ph level two range highlow ammonia nitrite nitrate using kit aquaponics system needed test ensure right level plant fish would also work great aquarium well since similar need instruction clear easy follow kit come enough solution test probably time check full review product httpyoutubesfrlcqaow,5,1
chose product give accurate reading strip however time consuming well worth fighting make sure water correct also like high ph test make testing cichlid tank easy,5,1
handy little kit crucial concerned fishowner found despite frequent waterchanges ph stablilizer addition tank still totally toxic ammonia kit everything need test big problem chemical also suuuper easytouse instruction manual tell fix problem may occur also really really helpful,5,1
stellar fishlessly cycling tank easy use accurate musthave every aquarium enthusiast,5,1
got make sure new tank cycling correctly stay balanced many water change added many fish one time able tell nitratenitriteammonia level take action ill effect occurred enough testing supply included last long time leastgal freshwater tank good product,5,1
used diagnose water quality issue tank set seeded filter medium established tank thought cycled couple week kit allowed monitor ammonia nitrite nitrate determine wasnt cycled several week level good stable fish greatget cheap ph strip quick check save lot time money avoiding guess whats going water,5,1
accurate definitely good cycling tank checking see need water change thing wish came gh kh test,3,0
pleased tank well fish happy easy use instruction clear would highly recommend,5,1
buy fish fishless cycle tank need test kit imo test kit spend hard earned money check online aquarium forum see dont waste money fish test strip get real thing enjoy hobby,5,1
work seems accurate necessary part monitoring aquarium make sure read instruction get used test work especially one bottle tube need shaken period time otherwise may get inaccurate result great product well worth price,5,1
fish dying left right another test level fine confused saw one also tested something didnt know nitrate notrites sure enough tested nitrate level deep dark solid color showing tank basically eroding away fish system killing themthis thing saved fish,5,1
purchased ammonia part previously debating buying whole kit well vial ended meeting floor shattering ended buying product far great wish manual little bit better designed easy finding nice think itd nice vial werent glass since ive close dropping,4,1
love test kit always take water area petsmart water tested cannot figure little card dip water read level throw away buy kit foolproof easy usethe chart compare water color clearly marked mistake reading tell exactly many drop put much water long let set read bottle contain enough chemical hundred test bottle contains fl oz test liquid depending test use drop per test especially like test bottle glass vial nice compact case dont bottle rattling around drawer keep aquarium stuff empty one one buy store exact size fit right kit storagethe written instruction clear understand testing,5,1
nice able test tank realize quality water acceptable kit complete easy use buy confidence,5,1
bought test kit necessity serious aquarium owner year ago still use regularly,5,1
indispensable tool easy read easy perform test took five minute following instruction able test water quickly easily really helpful definitely accurate test ive able watch new tank cycle watching ammonia rise drop nitrite rise watch nitrite drop nitrate rise indispensable large tank test every month needed make sure thing going also great smaller betta bowl helped determine often need change water keep healthy used test kit around time still emptyi ordered another one day receiving first one useful dont want run outbe warned glass vial breakable dropped duh ive kicked ground product fault course dont drop themthe colour easy read sure wait five minute reading result also wouldnt wait ten minute ive noticed colour get distorted,5,1
gave four start bit bothersome testing water inconsistency hand feel accurate quick strip test fish want keep long time worth extra time open different container n run individual test,4,1
experimenting aquaponics kit helpful fish dying left right knew ammonia ph level important everything,5,1
tell everything ever need know freshwater tank chemical used saltwater test kit color displayed slightly different weekly testing freshwater tank im completely happy result,5,1
used kit test aquaponics system attached koi pond pain follow direction time chemical various vial give vital information need keep ecosystem healthy,4,1
aquaponics system every forum see kit mentioned know everything really need wont need look another kit think make saltwater kit im sure great,5,1
good product easy use except wife reading test color blind,5,1
im sure best choice someone dabbles fish keeping goldfish tank bettacory tank platy tank love fish wanted way test water reading review test strip le accurate bought test kit take time fuss expecting couple test require drop shaking drop waiting min result also hard get color match ph test didnt seem match color far accuracy go dont really know,3,0
teast kit glass test tube easy read number display limit water line glass tube accurate test color match color chart inside kit booklet show exactly extra detail necessary included buy chemical kit helped maintain water top shape,5,1
perfect kit home aquarist fish dieing dont know use test kit bet youll find let check main parameter cause fish death illness,5,1
needed kit testing newly cycling aquarium bought quickstrips local pet store accurate didnt test close range kit found amazon half everyone else selling itit shipped extremely fast work amazingly dont know would without never use dip strip,5,1
ive using api tank well year would never change product brand world said api product become staple aquariumfish tank cabinet never find anything work better including api freshwater master test kitmake sure read direction properly patient water testing tried multiple time throughout year use brand without exception every one failed miserably simply put wont work good api producti trust api product eye closed would highly recommend everyone definitely buying long tank,5,1
always see local fish store using decided buy kit save time gas test whenever know accuracy good,5,1
great test accurate buy slightly expensive one one point tank year used test never issue price amazon great save quite bit instead getting fish store,5,1
product highly recommended fish forum frequent truly great test kit get instead strip strip unreliable one member tested nitrite strip level actually high killing fish test gave true reading,5,1
wonder fish went belly cant figure fish added gallon bowl died minutesnab sample water pop testing solution see water parameter way chart also good people want save money water change knowing water really need changed instead set time thats told every tank different,4,1
youre looking speed test second maintenance probably take minute total run test treat water accordingly product work great imagine itd pretty fun geeky science kid house,5,1
great little kit definitely helped establishing tank allowed tell fully cycled would recommend,5,1
never wrong kinda hard read find closest color roll tide much cheaper pet shopps town,5,1
got kit day tell measurement pretty accurate water test kit took another water sample lf verified finding different vendor kitits little bit pain remember many drop whether shake andor invert tube get hang easy,4,1
keeper freshwater fish know important monitor good number level tankthis kit cover youll need monitor waterph including high level testammonia nh fish wastenitrite oxidized ammonianitrate oxidized nitritesthe kit even includes pamphlet explains correctly perform test bad result dont understand nitrification process suggest reading may better understand youre testing level correct themheres link get started understanding nitrogen cycle tank,5,1
ph bottle damaged instruction booklet ph solution stain disappointing apii found product useful necessary good product,1,0
used testkit strip ferplast result giving seemed inaccurate never show correct reading nitrite nitrate im glad survived cycling tankstoday received package seller ebay seller amazon shipment riyadh began test two aquarium g g right away following instruction manual happy result g tank week old already cycled ph nhnh whereas g tank got nitrite nitrate spike though month older got reading respectively ammonia instant wc lower figure doze prime stability try make test day let biological jobnevertheless really must im glad highly recommendedhappy fish keeping,5,1
reading multiple fish forum test strip inaccurate decided purchase kit highly recommended lot fish keeper certainly last long time considering bought six month ago still half solution left anyway gripe ammonia test ive found difficult distinguish whether water ppm ppm testing multiple water source tap bottled tank water found although test tube appears like could must actually ppm assuming course bottled water tested ammonia im pretty confident also sure vigorously shake bottle using test particle settle bottom result reading nitrate bottle particular need plan starting serious freshwater aquarium,5,1
test really helped understand world fish living also great test water quality,4,1
used kit strip tester tank found titration method complex time consuming accurate easier interpret result result much detailed wish th test tube there test wish test water hardness order whole separate test online dont carry pet store,5,1
kit wonderful accurate also save lot money strip test give accurate measurement ive found easy use fast use helped keep aquarium top condition negative see included one vial since end test aquarium way would also nice able purchase replacement vial since break glass otherwise card great comparing color booklet go detail help new aquarium lover keep system top form,4,1
work great strip might good short run water issue didnt want make mistake ordered worked fine,5,1
love master test wish came test really master included test work well thats bought full star,5,1
kit everything need test freshwater fish plant take min go entire full spectrum test ph ammonia nitrite nitrate one regular ph test one high level ph test,5,1
must hobbyist reason give five star nitrate testing chemical drop seem go fast always buy replacement,4,1
kit work great easy understand follow direction closely get accurate result double check reading local pet store seemed dont know ill test thing often im mostly interested ammonia nitrate nitrite wonder wouldve better buy separately,5,1
using test kit year reliable simple accurate much better test strip,5,1
master test kit come small bottle chemical four plastic vial number testing card test take vial aquarium water put required number drop say bottle compare color card test simple something like good first step righting water problem kill fish cause algae growthmy gripe kit however fragile vial simply trying put cap onto one caused crack right side capping remember overtighten,4,1
affordable test kit great kit problem test problem ph test high low read easily anything mid range make want scratch eye none color seems exact match printed reference card getting color look anything like reference chart end sort making best guess test clearly distinguishable color reference result problem little test tube included fragile break easily one break first batch test api set replacement tube available glad got go along kit especially since testing six tank ph test kit would gotten star,4,1
musthave freshwater aquarium dont rely lessaccurate expensive test strip one local bigname pet store charge pack like test stripsthe container test kit pretty sturdy tray bit thin poke hole rough plastic top much thickerthe bottle inside fit neatly tray test tubesthe color chart waterproof one piece keeping multiple cardsread instruction nitrate test requires shaking bottle second shaking test tube minute otherwise test result inaccurate also dont hold finger tube cap shake instruction warn may result inaccurate result careful ammonia test first liquid thick squeeze bottle bit get second one thin water squeeze hard going put way need test ruin test start waste chemicalsdont lose test tube replacement api cost box might cheaper going generic glass ml tube read time plastic cap slightly stretch completely watertight anymore point might better finding generic ml test tube cap instead ordering brand new test tube apibe careful chemical irritant corrosive warning bottle arent joke poured couple test tube large jar water figured could dip tube top rinse pour back jar moment diluted water thumb tingled slightly burnedif could improvement kit would include dropper maybe small collection bottle aquarium water really shouldnt dip tube water residue left get tank chemical badnews fish straightup kill also wish test chart slightly white space color graph supposed place test tube measure color test tube slightly wider white space little harder judge accurate color unless bright lightthis kit also designed detect certain kind ammonia straight ammonia bottle fishless cycle tank ammonia detect correctly report far le actually tank end overdosing tank rely test kit market accurately detect ammonia like,5,1
find test easy use seemingly accurate betta fish want water condition im able keep eye exactly water condition,4,1
sure buy online rather petco almost always find significant cost saving would nice able purchase individual chemical better price found purchasing kit cost effective buying chemical resulting many one type another type sure keep color chart safe misplaced mine buy another whole kit able compare result,5,1
love product simple use thanks company putting product together continue use restock amazon needed,5,1
reviewer stated product information misleading kit come included kh gh test bottle good thing contact amazon great customer service might willing give partial refund like wanted able test everything since master test kit im giving product star simply doesnt come two bottle included,4,1
good kit price right local store would twice expensive cover parameter need direction clear easy follow come sheet match color log back direction record levelsan essential anyone keeping fish want job right,5,1
chose api freshwater master test kit good reputation kit complete test aquarium parameter easy follow instruction easy read test result recommend anyone fish pet excellent item,5,1
hear best freshwater testing kit got dont know others like instruction seems clear enough make sure read instruction thoroughly using kit simple put drop case much complicated therere usually amount shaking test tube involved,4,1
gallon fish tank cystral clear use one time month problem,5,1
come everything need simple easy use im pleased far,5,1
user guide straight forward clear easy operate color compare sheet easy recognize highly recommended,5,1
must item anyone keeping anything advanced tetra guppy great value since sell store almost twice pay amazon liquid test much accurate little test strip,5,1
test kit perfect testing water parameter even though cap test tube leaked horrifying see chemical flying everywhere try shake tube mix chemical together overall great product perfect stepbystep instruction recommended everyone aquarium,4,1
dont call master test kit nothingif keep freshwater fish need test kit contains must know test ensure water quality par tropical fish importance kit like really shine cycling tank critical know cycle progressing liquid test kit like one far accurate using strip cheaper long runa brand new aquarium experience called cycle fish produce waste form ammonia pretty toxic fish long term health effect possibly death bacteria naturally exists everywhere air enter tank feed ammonia bacteria produce nitrite waste unfortunately even toxic fish original ammonia however natural bacteria air enter tank consume nitrite process produce nitrate nitrate toxic fish tolerate far better ammonia nitritea tank fully cycled ammonia nitrite ppm reading nitrate aand test kit come handy contains test ammonia nitrite nitrate ph high range ph youll likely use one ph depending tap water acidic basicall test easy perform kit come test tube allowing perform needed test word caution follow direction closely nitrate test requires shake reagent bottle period time essential accurate readingcaution use water conditioner also detoxify ammonia example seachem prime test kit still show ammonia reading conditioner convert ammonia ammonium chemical still contains ammonia nontoxic form fish,5,1
three aquarium would periodically go local pet store either water seemed bit fish behaving oddly pet store use test strip result inaccurate instruction included api test kit make easy obtain sample correctly api test kit provides much accurate result get test stripsthis kit excellent item hand freshwater aquarium periodic checkup check water every six month issue local water supply time fish water seem unhealthy unbalanced great kit includes major test type great price,5,1
bought gift daughter new aquarium water testing important product seems accurately compared result testing result local pet store find match pro reading,4,1
ive using really great lot test never worry test running like case everything easy put away test really helped u refine improve aquarium totally recommended,5,1
cost much store buy instead kit work great much better test strip although require bit work thing would buy addition kit water hardness tester something like api ghkh test kit,5,1
said aquarium test kit work great need last long time,5,1
complaint needed cant beat price petco petsmart offer screw best,5,1
easy use accurate water professionally tested got come enough test year filtered uncycled stable nitrogen cycle tank follow instruction closely every time,5,1
good price complete testing kit easy test seems accurate trouble consistent ph reading,5,1
good kit way le expensive lf totally worth money delivered time would definitely order,5,1
everything accurate make sure follow instruction per manual dont shake properly greatly change result said qualm fact nitrate testing color chart ppm look like color,5,1
product accurate measuring makeup water tank help check level ph ammonia nitrite nitrate acceptable fish highly recommended,5,1
great kit looking keep eye fish friend water would like air two small gripe test front probably mean total individual test getting test chemical terrible think bit misleading dont drop test tube dropped one tile floor first week kit went buy replacement online wouldnt mind buying even pack smallest replacement pack tube would tube easy enough test dump grab wateroverall great kit paranoid water quality like,4,1
wonderful product get keep water safe kit love use frequently,5,1
important keep parameter aquarium stable necessary meet end use monthly,5,1
great kit come great instruction plenty supply supply come enough testing youll likely every,5,1
yes love test tank ever want easy wish included dropper would nice money pay retail,5,1
great system enjoy checking water see everything good fish tank fish happy home fresh clear clean,4,1
helpful must everyone owns fish tankthere already hundred positive review test kit really workswhen cycling tank keep track ammonia level hit ppm keep track nitrite level hit ppm tank cycledhighly recommended,5,1
